,Week,gmv,list_price,units,product_mrp,discount,sla,product_procurement_sla,% discount wrt list price,Total Investment,TV,Digital,Sponsorship,Content Marketing,Online marketing, Affiliates,SEM,Radio,Other,NPS,Stock_Index,pay_date_diff,Holiday_flag,Special_Sale_Date
9,39,2878157.0,2867029.0,1698.0,4787221.0,1920192.0,5.59498861047836,2.9904328018223234,0.6697497653494262,25502597.94514496,1027874.4832705683,359411.98717691813,16635588.215546435,161696.88706342297,4339878.348653074,1334888.6338867815,1643259.389547764,0.0,0.0,46.925418687263985,1101.0,26,0.0,0.0
10,40,3050368.0,3040761.0,1663.0,5111061.0,2070300.0,5.042114188807235,2.434991520633126,0.6808493005533812,32407750.551384505,1236502.7739709478,1455424.3843653444,18568815.6460184,436506.4072421912,5067163.713133346,1507533.7348481573,4135803.8918061154,0.0,0.0,45.48140168539674,1163.2857142857142,11,0.0,0.0
11,41,2668170.0,2643253.0,1508.0,4493189.0,1849936.0,5.673120216118865,2.589374155785682,0.6998709544640638,41039191.30918393,1497288.1373464223,2825439.8808508776,20985349.934108358,780018.3074656514,5976270.418733687,1723340.1110498765,7251484.519629055,0.0,0.0,44.3983889339963,1210.0,4,1.0,0.0
12,42,12293024.0,12237300.0,6455.0,23084478.0,10847178.0,5.706520227999444,2.9304879744195746,0.8864028829888946,43628623.53652376,1575523.7463590645,3236444.529796537,21710310.22053534,883071.8775326896,6249002.430413789,1788082.0239103923,8186188.707975936,0.0,0.0,44.3983889339963,1210.0,17,1.0,3.0
13,43,3687826.0,3664191.0,1956.0,6150679.0,2486488.0,6.351339285714285,2.6678571428571427,0.6785912633921103,43628623.53652376,1575523.7463590645,3236444.529796537,21710310.22053534,883071.8775326896,6249002.430413789,1788082.0239103923,8186188.707975936,0.0,0.0,44.3983889339963,1210.0,24,0.0,0.0
14,44,4417243.0,4383262.0,2346.0,7248289.0,2865027.0,5.7922983626440265,2.911158277744087,0.6536289639998705,40765872.494880535,1531974.4228565316,2960396.0516655454,20000271.35310919,803224.9714237294,6147463.067894015,1784221.6739213194,7538320.954010196,0.0,0.0,44.77004765771112,1213.2857142857142,0,0.0,0.0
15,45,4054873.5,4040878.5,2067.0,6938597.0,2897718.5,5.3803921568627455,2.798491704374057,0.7171011204618005,22157990.72419958,1248903.8200900655,1166080.9438140984,8885018.7148392,284220.08171548875,5487457.211515484,1759129.3989923457,3327180.5532328933,0.0,0.0,46.99999999999999,1233.0,7,0.0,2.0
16,46,3060653.80000603,3042277.680003618,1679.0,5125737.0,2083459.3199963819,5.8817164179104475,2.726119402985075,0.6848353566443364,13569737.599269904,1118255.8495824658,337935.5094211227,3754902.112560743,44679.36338860842,5182839.1239561625,1747548.349025127,1383577.2913356763,0.0,0.0,46.99999999999999,1233.0,0,0.0,6.0
17,47,2449600.5,2443667.5,1329.0,4023353.0,1579685.5,5.510952380952381,2.6942857142857144,0.6464404424906416,13569737.599269904,1118255.8495824658,337935.5094211227,3754902.112560743,44679.36338860842,5182839.1239561625,1747548.349025127,1383577.2913356763,0.0,0.0,46.99999999999999,1233.0,21,0.0,0.0
18,48,2715644.0,2693632.0,1457.0,4311276.0,1617644.0,5.913348946135831,2.799063231850117,0.6005438010834442,13569737.599269904,1118255.8495824658,337935.5094211227,3754902.112560743,44679.36338860842,5182839.1239561625,1747548.349025127,1383577.2913356763,0.0,0.0,46.99999999999999,1233.0,28,0.0,0.0
19,49,2862968.0,2847484.0,1524.0,5019438.0,2171954.0,5.749686061113437,2.7572205943909585,0.7627624948902259,21455511.693279076,1270073.6393263682,593661.1569886332,9917502.201275984,175525.9690958018,5518379.920896565,1749205.8121027027,2231162.9935930246,0.0,0.0,45.97142857142857,1065.857142857143,9,0.0,0.0
20,50,3025535.0,3007070.0,1604.0,5253363.0,2246293.0,5.638632478632479,2.570940170940171,0.7470038941561055,26712694.422618523,1371285.4991556366,764144.9220336403,14025902.260419479,262757.03956726403,5742073.785523499,1750310.787487753,2796220.1284312564,0.0,0.0,45.8,1038.0,2,0.0,0.0
21,51,2401871.0,2401871.0,1293.0,3859300.0,1457429.0,6.302813756141134,2.709691826708352,0.6067890407103462,27369842.263785955,1383936.9816342948,785455.3926642662,14539452.267812414,273660.9233761968,5770035.5186018655,1750448.9094108844,2866852.2702860353,0.0,0.0,45.8,1038.0,19,1.0,0.0
22,52,3731407.0,3705583.0,1862.0,6570697.0,2865114.0,5.918612408272182,2.7248165443629087,0.7731884564453151,27369842.263785955,1383936.9816342948,785455.3926642662,14539452.267812414,273660.9233761968,5770035.5186018655,1750448.9094108844,2866852.2702860353,0.0,0.0,45.8,1038.0,26,3.0,3.0
23,53,3448296.0,3444152.0,1726.0,5654806.0,2210654.0,5.725312934631432,2.689847009735744,0.6418572699462741,24985342.686114393,1309396.738033713,594445.2436081164,10693006.919405181,261404.34619037106,5799063.61927783,1790232.5850630738,2355435.4926006244,197796.7741935484,197796.7741935484,46.35415628215728,1044.0,12,2.0,7.0
24,54,3492826.0,3483530.0,1843.0,5839853.0,2356323.0,5.628587045640885,2.7693358841213445,0.6764181735193898,20613760.127049867,1172739.6247659794,244259.97033850852,3641190.4473252534,238933.95468302377,5852281.803850431,1863169.3237587542,1417838.0668440382,560424.1935483871,659322.5806451613,47.09303132503366,1052.0,5,0.0,0.0
25,55,2679926.0,2668969.0,1357.0,4287303.0,1618334.0,5.9992472713586755,2.5491155438464435,0.6063517410655576,19024093.74193549,1123046.129032258,116919.87096774203,1076893.548387098,230762.90322580657,5871633.870967739,1889691.7741935472,1076893.548387098,692288.7096774193,972500.8064516127,47.09303132503366,1052.0,16,0.0,0.0
26,56,3171033.0,3139128.0,1692.0,5458358.0,2319230.0,5.676793248945148,2.590154711673699,0.7388134539273327,19024093.74193549,1123046.129032258,116919.87096774203,1076893.548387098,230762.90322580657,5871633.870967739,1889691.7741935472,1076893.548387098,692288.7096774193,1038433.064516129,47.09303132503366,1052.0,23,0.0,0.0
27,57,3101091.0,3090999.0,1567.0,5413100.0,2322101.0,6.093170320404722,2.475126475548061,0.7512461181643864,19024093.74193549,1123046.129032258,116919.87096774203,1076893.548387098,230762.90322580657,5871633.870967739,1889691.7741935472,1076893.548387098,692288.7096774193,1038433.064516129,47.09303132503366,1052.0,30,0.0,0.0
28,58,4533806.0,4527874.0,2281.0,8702653.0,4174779.0,5.869419354838709,2.605935483870968,0.9220174854688977,15121624.856507238,846874.7222051843,388460.7988190776,2501506.501394349,185965.43217141976,5592026.77130539,1811212.2893839288,1249494.3089698213,230762.90322580645,576907.2580645161,50.32740649908032,1222.0,8,0.0,0.0
29,59,3088593.0,3078881.0,1655.0,5586640.0,2507759.0,5.769403824521935,2.5073115860517436,0.814503386132819,13170390.413793111,708789.0187916476,524231.2627447455,3213812.9778979747,163566.69664422638,5452223.221474214,1771972.5469791193,1335794.6892611831,0.0,115381.45161290323,50.32740649908032,1222.0,1,0.0,0.0
30,60,4347307.0,4332654.5,2214.0,8249728.0,3917073.5,5.665848214285714,2.6073660714285714,0.9040816663318065,13170390.413793111,708789.0187916476,524231.2627447455,3213812.9778979747,163566.69664422638,5452223.221474214,1771972.5469791193,1335794.6892611831,0.0,0.0,50.32740649908032,1222.0,20,0.0,0.0
31,61,3562656.0,3555041.0,1832.0,6034270.0,2479229.0,5.691267204556241,2.2055054579971523,0.6973840808024436,13170390.413793111,708789.0187916476,524231.2627447455,3213812.9778979747,163566.69664422638,5452223.221474214,1771972.5469791193,1335794.6892611831,0.0,0.0,50.32740649908032,1222.0,27,0.0,0.0
32,62,3113648.0,3092825.0,1727.0,5004817.0,1911992.0,5.600484913793103,2.4170258620689653,0.6182024524504296,20299673.37421493,1666366.7223392776,532354.4121440618,7470954.225550744,124310.98058946112,5038104.85704031,1670405.257461098,1333428.3456429308,127469.03225806453,127469.03225806453,49.20724414096601,1044.5714285714287,9,0.0,0.0
33,63,4552497.0,4537509.5,2349.0,8298439.0,3760929.5,5.579343193782903,2.4299323138631235,0.8288532508857557,25052528.68116281,2304751.8580376976,537769.8450769392,10309048.39065259,98140.5032196176,4762025.947417707,1602693.7311157503,1331850.7832307625,212448.38709677424,276182.9032258065,49.02055041461363,1015.0,2,0.0,0.0
34,64,3132340.0,3129478.0,1644.0,5181556.0,2052078.0,5.580721466587818,2.3258426966292136,0.655725331828503,25646635.594531298,2384550.0,538446.774193549,10663810.161290321,94869.19354838715,4727516.083714882,1594229.7903225815,1331653.5879292414,223070.80645161294,329295.0,49.02055041461363,1015.0,19,0.0,0.0
35,65,2651614.0,2641370.0,1531.0,4282465.0,1641095.0,5.339734538266026,2.3981926009601806,0.6213044745719077,25646635.594531298,2384550.0,538446.774193549,10663810.161290321,94869.19354838715,4727516.083714882,1594229.7903225815,1331653.5879292414,223070.80645161294,334606.2096774194,49.02055041461363,1015.0,26,0.0,0.0
36,66,2562854.0,2549248.0,1428.0,4139557.0,1590309.0,5.327586206896552,2.340886699507389,0.6238345582697329,22622437.297079008,2097283.3565176968,450607.0759823238,9457149.633225886,70403.79916832525,4626945.578834677,1569730.1739065081,1270631.9626347795,159336.29032258067,270871.69354838715,50.22357381653395,1112.2857142857142,12,0.0,0.0
37,67,2416291.0,2409774.0,1344.0,3904143.0,1494369.0,5.595317725752508,2.3146201624462495,0.6201282775895167,17078073.75174981,1570627.8434668076,289567.62926174456,7244938.665107757,25550.576138211727,4442566.319887634,1524814.2104770404,1158758.9829282658,42489.67741935484,122157.8225806452,51.82760501909438,1242.0,5,0.0,0.0
38,68,1913836.0,1906367.0,1057.0,3223248.0,1316881.0,5.397550776583035,2.3419952210274793,0.6907804216082213,15061941.553448282,1379116.7478119386,231007.83045426116,6440498.3130648,9240.313218170446,4375519.316634163,1508481.1328663246,1118077.8993986244,0.0,21244.83870967742,51.82760501909438,1242.0,16,0.0,0.0
39,69,1119138.0,1116060.0,548.0,1774489.0,658429.0,4.65274949083503,2.483706720977597,0.5899584251742738,15061941.553448282,1379116.7478119386,231007.83045426116,6440498.3130648,9240.313218170446,4375519.316634163,1508481.1328663246,1118077.8993986244,0.0,0.0,51.82760501909438,1242.0,23,0.0,0.0
40,70,4095658.0,4081189.0,2262.0,6812740.0,2731551.0,5.805839855508729,2.4336243226971703,0.6693027448618527,15533572.509955512,1281226.8117684051,227809.98792251892,6600722.682634666,27651.57371044916,4536320.933175918,1530867.875972758,1180332.0318675723,26861.290322580644,26861.290322580644,51.181797334417936,1240.0,0,0.0,0.0
41,71,2451863.0,2447033.0,1400.0,4031717.0,1584684.0,5.626285954230527,2.2653789628385472,0.6475940455237016,18599173.727252506,644942.2274854388,207024.01146619435,7642181.084838795,147324.76691026078,5581531.440697318,1676381.7061645729,1584983.8929157353,201459.67741935485,214890.32258064518,47.306951226359324,1228.0,7,0.0,0.0
42,72,2245522.0,2241977.0,1258.0,3753223.0,1511246.0,5.573871109162648,2.305567733450241,0.67406846725011,20014066.596774194,351272.41935483884,197430.48387096764,8122854.1935483925,202558.54838709693,6063936.290322579,1743541.9354838717,1771746.2903225797,282043.5483870968,382773.38709677424,47.306951226359324,1228.0,0,0.0,0.0
43,73,1967076.0,1960652.0,1121.0,3176697.0,1216045.0,5.391293593865941,2.3581498886965124,0.6202248027696909,20014066.596774194,351272.41935483884,197430.48387096764,8122854.1935483925,202558.54838709693,6063936.290322579,1743541.9354838717,1771746.2903225797,282043.5483870968,423065.3225806452,47.306951226359324,1228.0,21,0.0,0.0
44,74,2474094.0,2472188.0,1262.0,4094307.0,1622119.0,5.438077634011091,2.305812281782707,0.6561471053172332,20014066.596774194,351272.41935483884,197430.48387096764,8122854.1935483925,202558.54838709693,6063936.290322579,1743541.9354838717,1771746.2903225797,282043.5483870968,423065.3225806452,47.306951226359324,1228.0,28,0.0,0.0
45,75,2251229.0,2250098.0,1168.0,3570503.0,1320405.0,5.671715917556494,2.318102806059101,0.5868211073473244,15887808.999208512,393779.2854502758,282668.5849867884,7415119.281352899,111789.76898836516,4182059.913766409,1262516.1138006058,1399355.1798494272,147737.09677419357,288758.87096774194,49.599619672086035,1203.7142857142858,10,0.0,0.0
46,76,2372537.0,2359822.0,1289.0,3689356.0,1329534.0,5.3937307052956545,2.3042032771313226,0.5634043584643249,12174177.161399396,432035.4649361692,359382.8759910271,6778157.860376953,30097.867529506584,2488371.174865855,829592.8742856658,1064203.18042359,26861.290322580644,100729.83870967742,50.516687050376724,1194.0,3,0.0,0.0
47,77,2319685.0,2303323.0,1222.0,3503545.0,1200222.0,5.455082374883432,2.484302144855455,0.5210828008056186,11348925.641886258,440536.83815525664,376430.49621419125,6636610.877937855,11944.111649760234,2111995.8995546205,733387.7099490126,989724.9583289593,0.0,13430.645161290322,50.516687050376724,1194.0,18,0.0,0.0
48,78,1912861.0,1907234.0,890.0,2916786.0,1009552.0,5.6685369011653,2.5058264997842037,0.5293278118993264,11348925.641886258,440536.83815525664,376430.49621419125,6636610.877937855,11944.111649760234,2111995.8995546205,733387.7099490126,989724.9583289593,0.0,0.0,50.516687050376724,1194.0,25,0.0,0.0
49,79,1114142.0,1114142.0,518.0,1714681.0,600539.0,5.161428571428571,2.5085714285714285,0.5390147754954037,8106375.4584901845,314669.17011089757,268878.9258672795,4740436.341384183,8531.50832125731,1508568.499681872,523848.3642492947,706946.3988063995,0.0,0.0,50.516687050376724,1194.0,12,0.0,0.0
