,Week,gmv,list_price,units,product_mrp,discount,sla,product_procurement_sla,% discount wrt list price,Total Investment,TV,Digital,Sponsorship,Content Marketing,Online marketing, Affiliates,SEM,Radio,Other,NPS,Stock_Index,pay_date_diff,Holiday_flag,Special_Sale_Date
27,55,1712168.0,1692615.0,2693.0,3643304.0,1950689.0,5.9992472713586755,2.5491155438464435,1.1524705854550503,36515202.38709679,2155595.8064516126,224418.19354838727,2067009.6774193568,442930.64516129054,11270124.193548383,3627109.8387096752,2067009.6774193568,1328791.9354838708,1866636.2903225806,47.09303132503366,1052.0,16,0.0,0.0
28,56,2197717.0,2175439.0,3598.0,4456143.0,2280704.0,5.676793248945148,2.590154711673699,1.0483879345732057,36515202.38709679,2155595.8064516126,224418.19354838727,2067009.6774193568,442930.64516129054,11270124.193548383,3627109.8387096752,2067009.6774193568,1328791.9354838708,1993187.9032258063,47.09303132503366,1052.0,23,0.0,0.0
29,57,1811103.0,1798774.0,2391.0,3530829.0,1732055.0,6.093170320404722,2.475126475548061,0.9629086255416189,36515202.38709679,2155595.8064516126,224418.19354838727,2067009.6774193568,442930.64516129054,11270124.193548383,3627109.8387096752,2067009.6774193568,1328791.9354838708,1993187.9032258063,47.09303132503366,1052.0,30,0.0,0.0
30,58,2355168.0,2314498.0,3941.0,5222592.0,2908094.0,5.869419354838709,2.605935483870968,1.2564685733148182,29024730.404894345,1625507.2276937026,745618.9441005546,4801438.50267634,356945.53889705805,10733441.081514837,3476474.843427805,2398302.8149711364,442930.64516129036,1107326.6129032257,50.32740649908032,1222.0,8,0.0,0.0
31,59,1920495.0,1897122.0,2706.0,3839162.0,1942040.0,5.769403824521935,2.5073115860517436,1.0236769169299602,25279494.41379312,1360462.9383147478,1006219.3193766383,6168652.915304831,313952.98576494184,10465099.525498064,3401157.34578687,2563949.383747027,0.0,221465.32258064518,50.32740649908032,1222.0,1,0.0,0.0
32,60,2779189.0,2739715.0,4547.0,5996763.0,3257048.0,5.665848214285714,2.6073660714285714,1.1888273050299027,25279494.41379312,1360462.9383147478,1006219.3193766383,6168652.915304831,313952.98576494184,10465099.525498064,3401157.34578687,2563949.383747027,0.0,0.0,50.32740649908032,1222.0,20,0.0,0.0
33,61,2379037.0,2359362.0,4245.0,5758825.0,3399463.0,5.691267204556241,2.2055054579971523,1.4408399389326436,25279494.41379312,1360462.9383147478,1006219.3193766383,6168652.915304831,313952.98576494184,10465099.525498064,3401157.34578687,2563949.383747027,0.0,0.0,50.32740649908032,1222.0,27,0.0,0.0
34,62,2207777.0,2187441.5,3752.0,4801688.0,2614246.5,5.600484913793103,2.4170258620689653,1.1951160751041798,38963573.860943586,3198455.544992035,1021811.0447098041,14339889.682596078,238604.82800064335,9670232.96866522,3206207.185060734,2559407.3794176728,244666.45161290324,244666.45161290324,49.20724414096601,1044.5714285714287,9,0.0,0.0
35,63,2436752.0,2408604.0,4042.0,5547307.0,3138703.0,5.579343193782903,2.4299323138631235,1.3031212270676291,48086293.49237724,4423783.94944356,1032205.5282652479,19787380.86079024,188372.72282444435,9140321.930776656,3076240.4112433093,2556379.376531437,407777.4193548388,530110.6451612904,49.02055041461363,1015.0,2,0.0,0.0
36,64,2004026.0,1983335.0,3415.0,4885075.0,2901740.0,5.580721466587818,2.3258426966292136,1.463060955410962,49226633.44630644,4576950.0,1033504.8387096784,20468317.258064516,182093.70967741945,9074083.051040586,3059994.5645161313,2556000.8761706576,428166.2903225807,632055.0,49.02055041461363,1015.0,19,0.0,0.0
37,65,2193913.0,2167871.0,3575.0,4791526.0,2623655.0,5.339734538266026,2.3981926009601806,1.2102449822890753,49226633.44630644,4576950.0,1033504.8387096784,20468317.258064516,182093.70967741945,9074083.051040586,3059994.5645161313,2556000.8761706576,428166.2903225807,642249.4354838711,49.02055041461363,1015.0,26,0.0,0.0
38,66,2454982.0,2430983.0,4109.0,5509937.0,3078954.0,5.327586206896552,2.340886699507389,1.2665469071564877,43421930.505489826,4025565.01587875,864903.6742434829,18152230.405650213,135134.37277619098,8881046.137446217,3012969.5411970364,2438874.8239211817,305833.0645161291,519916.20967741945,50.22357381653395,1112.2857142857142,12,0.0,0.0
39,67,2536450.0,2513225.0,4228.0,6199969.0,3686744.0,5.595317725752508,2.3146201624462495,1.4669375006217111,32779975.113992702,3014692.544989791,555801.5393887911,13906071.176224004,49042.25512393876,8527145.129189871,2926756.998445363,2224143.728130476,81555.48387096776,234472.01612903233,51.82760501909438,1242.0,5,0.0,0.0
40,68,1879110.0,1859647.0,3378.0,4576504.0,2716857.0,5.397550776583035,2.3419952210274793,1.4609530733520932,28910173.15344829,2647102.555575623,443400.763077994,12362013.274614472,17736.03052311976,8398453.853460291,2895406.9828992994,2146059.693297492,0.0,40777.74193548388,51.82760501909438,1242.0,16,0.0,0.0
41,69,1193444.0,1181963.0,1985.0,2961965.0,1780002.0,4.65274949083503,2.483706720977597,1.5059709990921881,28910173.15344829,2647102.555575623,443400.763077994,12362013.274614472,17736.03052311976,8398453.853460291,2895406.9828992994,2146059.693297492,0.0,0.0,51.82760501909438,1242.0,23,0.0,0.0
42,70,4085180.0,4045154.0,6714.0,10007805.0,5962651.0,5.805839855508729,2.4336243226971703,1.4740232386702707,29815430.458342616,2459210.7760891584,437262.76413661824,12669550.935096657,53074.94927514218,8707099.492608467,2938376.517554052,2265551.4429373615,51558.06451612903,51558.06451612903,51.181797334417936,1240.0,0,0.0,0.0
43,71,2519294.0,2491618.0,4815.0,6777037.0,4285419.0,5.626285954230527,2.2653789628385472,1.7199341953702374,35699602.94015573,1237914.209427137,397365.7710176755,14668545.728230871,282777.9211632879,10713296.147071602,3217678.4928099397,3042247.8155965167,386685.4838709678,412464.51612903236,47.306951226359324,1228.0,7,0.0,0.0
44,72,2568491.0,2543692.0,4606.0,6635818.0,4092126.0,5.573871109162648,2.305567733450241,1.6087348625541142,38415374.854838714,674238.8709677422,378951.7741935482,15591158.70967743,388794.67741935514,11639233.064516127,3346587.0967741953,3400723.064516127,541359.6774193549,734702.4193548388,47.306951226359324,1228.0,0,0.0,0.0
45,73,2344841.0,2324025.0,4081.0,5745295.0,3421270.0,5.391293593865941,2.3581498886965124,1.4721313238885123,38415374.854838714,674238.8709677422,378951.7741935482,15591158.70967743,388794.67741935514,11639233.064516127,3346587.0967741953,3400723.064516127,541359.6774193549,812039.5161290324,47.306951226359324,1228.0,21,0.0,0.0
46,74,2810333.0,2782915.0,4926.0,6939029.0,4156114.0,5.438077634011091,2.305812281782707,1.493439073776957,38415374.854838714,674238.8709677422,378951.7741935482,15591158.70967743,388794.67741935514,11639233.064516127,3346587.0967741953,3400723.064516127,541359.6774193549,812039.5161290324,47.306951226359324,1228.0,28,0.0,0.0
47,75,2142348.0,2119847.0,4073.0,5372808.0,3252961.0,5.671715917556494,2.318102806059101,1.5345263125121766,30495358.620673668,755827.3471060116,542559.3843933997,14232719.043336544,214571.37957740366,8027124.246634864,2423297.1114296964,2685948.5816660738,283569.3548387097,554249.1935483871,49.599619672086035,1203.7142857142858,10,0.0,0.0
48,76,2235044.0,2204631.0,4274.0,5803997.0,3599366.0,5.3937307052956545,2.3042032771313226,1.6326387499767534,23367344.00992513,829256.9756304543,689806.2335732661,13010123.34362974,57770.41151964739,4776226.310541727,1592336.1246196467,2042651.5471010252,51558.06451612903,193342.7419354839,50.516687050376724,1194.0,3,0.0,0.0
49,77,1982611.0,1950645.0,3272.0,4643626.0,2692981.0,5.455082374883432,2.484302144855455,1.380559250914441,21783340.76309212,845574.6708581082,722527.7556132363,12738435.410361564,22925.751951257094,4053804.5469654743,1407678.1275507468,1899696.6505310144,0.0,25779.032258064515,50.516687050376724,1194.0,18,0.0,0.0
50,78,1629776.0,1603351.0,2365.0,3458137.0,1854786.0,5.6685369011653,2.5058264997842037,1.1568184383831113,21783340.76309212,845574.6708581082,722527.7556132363,12738435.410361564,22925.751951257094,4053804.5469654743,1407678.1275507468,1899696.6505310144,0.0,0.0,50.516687050376724,1194.0,25,0.0,0.0
51,79,902806.0,883114.0,1428.0,2004548.0,1121434.0,5.161428571428571,2.5085714285714285,1.2698632339652638,15559529.11649437,603981.9077557916,516091.25400945457,9098882.435972545,16375.537108040782,2895574.6764039104,1005484.376821962,1356926.178950725,0.0,0.0,50.516687050376724,1194.0,12,0.0,0.0
